ENSG00000171720	9.9971571381464e-05
ENSG00000076242	9.974733369560212e-05
ENSG00000150782	9.961010756312767e-08
ENSG00000114948	9.958653420761783e-05
ENSG00000008277	9.958653420761783e-05
ENSG00000174130	9.958147146021912e-07
ENSG00000135218	9.958147146021912e-07
ENSG00000103479	9.944846491215835e-06
ENSG00000139687	9.926164527847046e-06
ENSG00000132670	9.90469646678476e-05
ENSG00000188130	9.897702404783503e-07
ENSG00000109320	9.895801246542198e-07
ENSG00000180667	9.887090912294549e-06
ENSG00000168743	9.885760445781958e-08
ENSG00000107731	9.8742531997717e-08
ENSG00000104313	9.872512877297755e-07
ENSG00000168959	9.87153662433254e-05
ENSG00000104964	9.871360075408639e-07
ENSG00000114867	9.864505370379563e-08
ENSG00000153317	9.84141790629216e-07
ENSG00000090565	9.84141790629216e-07
ENSG00000115594	9.834540647967861e-08
ENSG00000166169	9.827571038683808e-06
ENSG00000122678	9.827571038683808e-06
ENSG00000163220	9.81797677943612e-07
ENSG00000143546	9.81797677943612e-07
ENSG00000121057	9.808661874707395e-08
ENSG00000196498	9.795589201992935e-05
ENSG00000136807	9.792548485775702e-07
ENSG00000060069	9.792548485775702e-07
ENSG00000177469	9.761098843833747e-09
ENSG00000108231	9.747958325027683e-05
ENSG00000037280	9.730808995779334e-09
ENSG00000100351	9.729966974544495e-07
ENSG00000168546	9.724175710843384e-06
ENSG00000165731	9.724175710843384e-06
ENSG00000146013	9.724175710843384e-06
ENSG00000125861	9.724175710843384e-06
ENSG00000171587	9.721558610556002e-08
ENSG00000177103	9.72155859532788e-09
ENSG00000269335	9.720648344757102e-06
ENSG00000152056	9.71954189481694e-05
ENSG00000106367	9.71954189481694e-05
ENSG00000078902	9.718382274299563e-08
ENSG00000129315	9.707026068438892e-07
ENSG00000108599	9.698314465927773e-08
ENSG00000198795	9.695890520148346e-06
ENSG00000111880	9.693533619595084e-07
ENSG00000101654	9.693533619595084e-07
ENSG00000170485	9.675330632087244e-07
ENSG00000090061	9.658495450877988e-08
ENSG00000197905	9.650405068500556e-07
ENSG00000169567	9.648054842371082e-06
ENSG00000169313	9.633716664635912e-08
ENSG00000136931	9.622038714542039e-07
ENSG00000113448	9.614631806230529e-08
ENSG00000128340	9.612745956187184e-08
ENSG00000107201	9.60367631752883e-06
ENSG00000161011	9.53557058903335e-05
ENSG00000082258	9.513618057824105e-08
ENSG00000135486	9.495602746601778e-07
ENSG00000011304	9.495602746601778e-07
ENSG00000114742	9.494061465304423e-07
ENSG00000132341	9.48461636101993e-06
ENSG00000138069	9.476091954760875e-05
ENSG00000186318	9.468099397788528e-08
ENSG00000089902	9.461582514402218e-06
ENSG00000084093	9.461582514402218e-06
ENSG00000100368	9.459725672752903e-07
ENSG00000130997	9.459475874098466e-07
ENSG00000140941	9.454732073884064e-05
ENSG00000002746	9.435146596429938e-09
ENSG00000182168	9.429911888235821e-08
ENSG00000174238	9.429911888235821e-08
ENSG00000156687	9.429911888235821e-08
ENSG00000005339	9.427665174045023e-05
ENSG00000125538	9.415398760837758e-08
ENSG00000115008	9.415398760837758e-08
ENSG00000115138	9.415297104782993e-05
ENSG00000124233	9.40598689768784e-08
ENSG00000101448	9.40598689768784e-08
ENSG00000012223	9.40598689768784e-08
ENSG00000189108	9.40131976364108e-09
ENSG00000118257	9.37975124502618e-06
ENSG00000240403	9.33632589645624e-06
ENSG00000189403	9.329227215578192e-07
ENSG00000160678	9.329227215578192e-07
ENSG00000081377	9.32490047580483e-08
ENSG00000079335	9.32490047580483e-08
ENSG00000185950	9.312309909308043e-06
ENSG00000085832	9.30409976220092e-06
ENSG00000135679	9.293751406636716e-05
ENSG00000157404	9.293080947093768e-07
ENSG00000144228	9.26624495195829e-08
ENSG00000030110	9.262806741907474e-10
ENSG00000170365	9.261129027412918e-06
ENSG00000213341	9.259716677629183e-06
ENSG00000134569	9.248332851531662e-07
ENSG00000030304	9.248332851531662e-07
ENSG00000149554	9.240605162639612e-08
ENSG00000141448	9.236843176843663e-06
ENSG00000121060	9.217132280040852e-06
ENSG00000115415	9.214770813162722e-06
ENSG00000127328	9.211396422110965e-07
ENSG00000115808	9.206943968055002e-07
ENSG00000114166	9.206611140403009e-07
ENSG00000049130	9.206331006195039e-07
ENSG00000198901	9.204511945585671e-07
ENSG00000118193	9.204511945585671e-07
ENSG00000185359	9.200406579587736e-06
ENSG00000122512	9.191734555387188e-06
ENSG00000095002	9.191734555387188e-06
ENSG00000137462	9.174867393055324e-07
ENSG00000198719	9.172525728575516e-07
ENSG00000081059	9.166423559249796e-06
ENSG00000198517	9.156963443371518e-07
ENSG00000164611	9.155185867833144e-10
ENSG00000211899	9.140800277184477e-06
ENSG00000155629	9.117036488400379e-08
ENSG00000117461	9.117036488400379e-08
ENSG00000172301	9.09331224682931e-08
ENSG00000076944	9.085397095761522e-07
ENSG00000169375	9.066105049343561e-05
ENSG00000100906	9.061289525440347e-08
ENSG00000064012	9.051348965318105e-06
ENSG00000177565	9.039770292561199e-05
ENSG00000101849	9.039770292561199e-05
ENSG00000135446	9.029603680527319e-07
ENSG00000167535	9.021278978688186e-05
ENSG00000168421	9.016106615456405e-08
ENSG00000196405	9.005485566807483e-07
ENSG00000171150	9.002728800650866e-09
ENSG00000136738	8.98282275867403e-06
ENSG00000184916	8.966143900203895e-07
ENSG00000115145	8.95801385560006e-06
ENSG00000162402	8.955777484969611e-07
ENSG00000181374	8.954963014993341e-10
ENSG00000068024	8.95412768707849e-06
ENSG00000104825	8.944787262250739e-08
ENSG00000132522	8.934250043383242e-05
ENSG00000169047	8.925971651965266e-06
ENSG00000131196	8.917914647510839e-09
ENSG00000072736	8.917914647510839e-09
ENSG00000127191	8.912557635767949e-06
ENSG00000185658	8.906754879858289e-08
ENSG00000160007	8.905268305088341e-07
ENSG00000135093	8.893365726501715e-05
ENSG00000105369	8.886889158543835e-06
ENSG00000007312	8.886889158543835e-06
ENSG00000092964	8.877242150524585e-06
ENSG00000196591	8.872164521799579e-05
ENSG00000088926	8.858787405662941e-08
ENSG00000197249	8.826235888877596e-11
ENSG00000109861	8.826235888877596e-11
ENSG00000101160	8.826235888877596e-11
ENSG00000133703	8.820411871368525e-07
ENSG00000128011	8.815247956119852e-06
ENSG00000159593	8.814858009252258e-08
ENSG00000144744	8.814858009252258e-08
ENSG00000128272	8.813479851549562e-07
